ID,Word,IMA_M,IMA_SD,IMA_MIN,IMA_MAX,IMA_N
4908,流氓,5.60000,1.90291,1,7,20
4909,流失,3.50000,1.84155,1,7,24
4910,流逝,3.36364,2.23704,1,7,22
4911,流水,6.00000,1.36015,2,7,41
4912,流苏,4.50000,2.26253,1,7,22
4913,流淌,5.38095,1.80212,2,7,21
4914,流通,3.29167,1.60106,2,7,24
4915,流星,6.42105,0.96124,4,7,19
4916,流域,3.74419,2.16127,1,7,43
4917,琉璃,5.36364,1.83991,1,7,22
4918,柳树,6.89474,0.31530,6,7,19
4919,柳絮,6.18605,1.21999,3,7,43
4920,龙舟,6.78261,0.42174,6,7,23
4921,聋子,6.71429,0.46291,6,7,21
4922,笼络,2.65517,1.36998,1,6,29
4923,笼统,2.77273,1.95014,1,6,22
4924,笼罩,4.21739,1.75697,1,7,23
4925,笼子,6.45455,0.96250,4,7,22
4926,隆冬,4.05000,2.08945,1,7,20
4927,隆重,4.31818,2.00918,1,7,22
4928,垄断,4.43478,1.77933,2,7,23
4929,楼层,6.35000,1.03999,4,7,20
4930,楼房,5.65000,1.89945,1,7,20
4931,楼阁,5.75000,1.16416,3,7,20
4932,楼梯,6.54545,0.91168,4,7,22
4933,搂抱,5.95455,1.25270,3,7,22
4934,漏洞,3.77273,1.68839,1,7,22
4935,漏勺,6.68182,0.56790,5,7,22
4936,芦苇,6.71429,0.59982,5,7,28
4937,炉子,6.41026,0.96567,4,7,39
4938,掳掠,4.66667,1.98326,1,7,21
4939,鲁莽,4.05000,2.06410,1,7,20
4940,陆地,6.68421,0.47757,6,7,19
4941,陆军,6.15000,0.98809,4,7,20
4942,陆续,3.83333,1.88049,1,7,24
4943,录取,4.90909,1.94958,1,7,22
4944,录音,6.00000,1.22474,3,7,21
4945,录用,4.61905,2.29077,1,7,21
4946,录制,5.65000,1.22582,3,7,20
4947,路程,4.80000,2.14231,1,7,20
4948,路过,4.90476,2.07135,1,7,21
4949,路径,4.95455,1.83815,2,7,22
4950,路况,4.20000,2.04167,1,7,20
4951,路面,5.30000,2.29645,1,7,20
4952,路人,5.84211,1.06787,3,7,19
4953,路上,3.80000,1.67332,1,7,20
4954,路途,5.18182,1.56255,3,7,22
4955,路线,5.13636,1.75378,2,7,22
4956,露面,4.86047,1.97100,1,7,43
4957,露水,6.60000,0.82078,4,7,20
4958,露馅,4.55000,1.93241,1,7,20
4959,露宿,5.08333,1.81579,2,7,24
4960,露珠,6.05000,1.31689,3,7,20
4961,掠夺,4.71429,2.19415,1,7,21
4962,掠过,3.60870,1.77711,1,7,23
4963,伦理,3.33333,1.85722,1,7,24
4964,沦陷,4.65000,1.81442,1,7,20
4965,轮船,6.57895,0.90159,4,7,19
4966,轮换,3.61905,1.80212,1,7,21
4967,轮廓,3.86957,1.98413,1,7,23
4968,轮流,4.24490,2.11671,1,7,49
4969,轮胎,6.04762,1.39557,2,7,21
4970,轮椅,6.63636,0.78954,4,7,22
4971,论述,3.90909,2.20193,1,7,22
4972,论文,6.76190,0.53896,5,7,21
4973,论证,3.75000,2.07428,1,7,20
4974,啰唆,4.95000,2.23548,1,7,20
4975,罗汉,4.12500,1.91816,1,7,24
4976,萝卜,6.75000,0.71635,4,7,20
4977,逻辑,3.38095,2.20173,1,7,21
4978,箩筐,5.40000,2.08756,1,7,20
4979,裸露,4.97500,1.62493,1,7,40
4980,骆驼,6.61905,0.80475,4,7,21
4981,落地,5.61905,1.49921,2,7,21
4982,落后,4.75000,1.94327,1,7,20
4983,落脚,3.95455,2.05814,1,7,22
4984,落空,3.27273,2.07437,1,7,22
4985,落寞,4.00000,2.04707,1,7,22
4986,落幕,4.68182,1.75625,2,7,22
4987,落日,6.27273,1.07711,3,7,22
4988,落实,3.35714,1.72247,1,7,42
4989,落水,6.45455,0.96250,4,7,22
4990,落伍,3.66667,1.80980,1,7,24
4991,落叶,6.66667,0.68599,5,7,18
4992,旅程,4.72414,1.86885,1,7,29
4993,旅店,6.10526,1.04853,4,7,19
4994,旅费,4.86364,1.83343,2,7,22
4995,旅馆,6.95238,0.21822,6,7,21
4996,旅行,6.45455,1.18431,3,7,22
4997,旅客,5.71429,1.58565,2,7,21
4998,旅途,4.43478,1.92652,1,7,23
4999,旅游,4.36364,2.27921,1,7,22
5000,屡次,3.86957,1.71370,1,7,23
5001,履行,3.55172,1.93808,1,7,29
5002,律师,5.95238,1.39557,3,7,21
5003,率领,3.45455,1.68261,1,6,22
5004,率先,4.14286,2.17453,1,7,21
5005,率性,2.50000,1.45297,1,5,28
5006,率真,4.13636,1.73327,1,7,44
5007,绿地,6.00000,1.15470,4,7,19
5008,绿色,6.85714,0.47809,5,7,21
5009,绿叶,6.75000,0.55012,5,7,20
5010,绿洲,6.23810,0.94365,4,7,21
5011,略微,4.71429,2.41128,1,7,21
5012,妈妈,6.86957,0.34435,6,7,23
5013,麻烦,4.00000,2.12751,1,7,20
5014,麻利,4.30000,1.49032,1,6,20
5015,麻木,4.52381,1.91361,1,7,21
5016,麻雀,6.13636,1.35560,3,7,22
5017,麻醉,4.51724,1.90152,1,7,29
5018,马鞍,5.54545,1.59545,2,7,22
5019,马虎,4.30435,1.89584,1,7,46
5020,马路,6.35000,1.03999,4,7,20
5021,马上,3.15000,2.15883,1,7,20
5022,玛瑙,5.50000,1.99404,1,7,22
5023,码头,5.70000,1.41793,3,7,20
5024,蚂蚁,6.82609,0.38755,6,7,23
5025,蚂蚱,6.26316,1.24017,2,7,19
5026,埋藏,4.04348,1.60902,1,7,23
5027,埋伏,4.13793,1.92213,1,7,29
5028,埋没,3.30435,2.16238,1,7,23
5029,埋怨,3.40909,1.70878,1,7,22
5030,埋葬,5.73684,1.48482,3,7,19
5031,买卖,5.04167,2.09511,1,7,24
5032,迈进,4.05000,2.16370,1,7,20
5033,麦穗,5.82609,1.72290,2,7,23
5034,麦子,6.65000,0.74516,5,7,20
5035,卖力,4.31034,1.71346,1,7,29
5036,卖弄,3.65517,2.05767,1,7,29
5037,卖艺,5.21053,1.31567,3,7,19
5038,脉搏,4.82609,2.12458,1,7,23
5039,脉络,5.00000,1.81659,2,7,21
5040,蛮横,4.70000,1.78001,1,7,20
5041,馒头,6.78947,0.53530,5,7,19
5042,满怀,4.26190,2.24216,1,7,42
5043,满腔,2.73684,1.28418,1,5,19
5044,满心,2.85000,1.59852,1,6,20
5045,满眼,3.90476,2.09535,1,7,21
5046,满意,3.91304,2.13015,1,7,23
5047,满足,4.18182,2.08478,1,7,22
5048,谩骂,5.10000,1.65116,2,7,20
5049,蔓延,4.00000,1.80642,1,7,20
5050,漫步,5.04348,1.94184,1,7,23
5051,漫画,5.95455,1.32655,3,7,22
5052,漫漫,2.10714,1.39680,1,5,28
5053,漫天,4.85714,1.76878,2,7,21
5054,漫溢,3.76190,1.84132,1,7,21
5055,漫游,3.19048,1.71419,1,7,42
5056,漫长,3.63636,2.10305,1,7,44
5057,慢慢,4.15000,2.39022,1,7,20
5058,慢性,3.55000,2.06410,1,7,20
5059,芒种,3.70455,2.18429,1,7,44
5060,忙活,4.36364,2.17224,1,7,22
5061,忙碌,4.47619,1.69172,1,7,21
5062,忙乱,5.60000,1.14248,3,7,20
5063,盲目,3.91304,2.25455,1,7,23
5064,盲人,6.04762,1.28360,3,7,21
5065,茫茫,2.90000,1.61897,1,6,20
5066,茫然,3.86957,1.96108,1,7,23
5067,莽莽,2.50000,1.84961,1,7,20
5068,莽撞,4.31818,1.88696,1,7,22
5069,毛病,4.95238,2.20173,1,7,21
5070,毛糙,5.05000,1.84890,1,7,20
5071,毛巾,7.00000,0.00000,7,7,22
5072,毛衣,6.80000,0.41039,6,7,20
5073,毛躁,4.80000,1.79473,1,7,20
5074,矛盾,3.04545,1.86387,1,7,22
5075,茅庐,5.25000,2.17340,1,7,20
5076,茂密,5.85000,1.26803,3,7,20
5077,茂盛,5.40000,1.81804,1,7,20
5078,冒充,3.43478,1.87873,1,7,23
5079,冒犯,4.05000,1.84890,1,7,20
5080,冒号,5.25000,2.26820,1,7,20
5081,冒昧,3.12500,1.56906,1,7,24
5082,冒失,3.72727,2.09720,1,7,22
5083,冒险,4.10000,1.86096,1,7,20
5084,贸易,3.45455,1.92050,1,7,22
5085,帽子,6.63415,0.88758,4,7,41
5086,没劲,4.60870,1.77711,2,7,23
5087,没事,3.27273,2.18614,1,7,22
5088,没收,4.27586,1.94379,1,7,29
5089,没有,5.38095,2.22432,1,7,21
5090,没准,3.00000,1.81659,1,7,21
5091,玫瑰,7.00000,0.00000,7,7,20
5092,眉毛,6.80952,0.51177,5,7,21
5093,眉头,6.36842,1.01163,4,7,19
5094,梅花,6.23810,1.30018,3,7,21
5095,媒介,3.21739,1.56544,1,7,23
5096,媒体,4.95000,1.73129,2,7,20
5097,煤矿,5.95238,1.24403,3,7,21
5098,煤气,5.77273,1.63100,2,7,22
5099,煤炭,6.81481,0.48334,5,7,27
5100,霉变,4.50000,2.01311,1,7,20
5101,每每,2.13043,1.35862,1,5,23
5102,美德,3.30000,1.94936,1,7,20
5103,美感,3.35000,1.84320,1,7,20
5104,美观,3.63636,2.01295,1,7,22
5105,美好,5.04762,2.17890,1,7,21
5106,美化,5.00000,2.36643,1,7,21
5107,美景,5.47619,1.71419,1,7,42
5108,美丽,4.68182,2.12438,1,7,22
5109,美满,3.63636,1.98915,1,7,22
5110,美貌,4.54545,1.59545,2,7,22
5111,美妙,3.85714,2.24245,1,7,21
5112,美容,4.82759,1.69177,2,7,29
5113,美食,6.55000,0.75915,5,7,20
5114,美术,4.30435,1.69048,1,7,23
5115,美味,4.68182,2.14668,1,7,22
5116,美艳,4.63636,1.64882,1,7,22
5117,美元,6.21739,1.16605,4,7,23
5118,妹妹,6.16279,1.27111,3,7,43
5119,魅力,4.55000,2.08945,1,7,20
5120,门窗,6.42105,0.83771,4,7,19
5121,门户,4.15000,2.03328,1,7,20
5122,门槛,5.21739,2.10964,1,7,23
5123,门口,5.85000,1.22582,3,7,20
5124,门铃,6.45000,0.75915,5,7,20
5125,门票,6.59091,0.73414,5,7,22
5126,门生,3.18182,2.21760,1,7,22
5127,门下,4.18182,2.19602,1,7,22
5128,门诊,6.05263,1.17727,4,7,19
5129,闷雷,4.22000,2.13130,1,7,50
5130,闷热,4.95455,2.10390,1,7,22
5131,萌动,2.42857,1.42539,1,6,28
5132,萌发,3.73913,2.09366,1,7,23
5133,萌芽,5.33333,1.87972,1,7,21
5134,蒙昧,2.86364,2.03061,1,7,22
5135,蒙蒙,3.13953,1.72629,1,7,43
5136,蒙冤,4.22727,1.54093,1,7,22
5137,盟誓,3.40000,1.63514,1,6,20
5138,盟友,5.50000,1.96013,1,7,20
5139,盟约,4.38095,2.02367,1,7,42
5140,朦胧,4.57143,1.69031,1,7,21
5141,猛烈,4.91304,1.80688,1,7,23
5142,猛然,3.40000,1.75919,1,6,20
5143,猛兽,6.26087,1.05388,4,7,23
5144,懵懂,3.26087,1.76371,1,7,23
5145,梦幻,3.27273,2.02794,1,7,22
5146,梦境,4.75000,2.02290,1,7,20
5147,梦乡,4.54545,2.10955,1,7,22
5148,梦想,3.78571,2.17004,1,7,42
5149,弥补,4.04348,1.71830,1,7,23
5150,弥留,4.00000,2.44949,1,7,20
5151,弥漫,4.15000,2.25424,1,7,20
5152,迷惑,4.10000,2.22190,1,7,20
5153,迷离,2.86364,1.45718,1,6,22
5154,迷恋,4.65000,2.00722,1,7,20
5155,迷路,5.47619,1.91361,1,7,21
5156,迷茫,4.00000,2.11058,1,7,23
5157,迷蒙,3.05000,2.03845,1,7,20
5158,迷人,3.95238,2.03657,1,7,21
5159,迷失,4.26087,1.78930,1,7,23
5160,迷惘,4.20000,1.90843,1,7,20
5161,迷信,4.09524,1.89486,1,7,21
5162,谜语,4.80000,1.79473,1,7,20
5163,米饭,7.00000,0.00000,7,7,21
5164,觅食,4.57143,1.77684,1,7,21
5165,秘境,4.50000,2.11511,1,7,20
5166,秘诀,3.21739,1.83294,1,7,23
5167,秘密,4.37500,1.71471,1,7,24
5168,秘书,5.95455,1.43019,3,7,22
5169,密布,4.40909,1.96781,1,7,22
5170,密度,4.43478,1.77933,1,7,23
5171,密集,4.90000,2.22190,1,7,20
5172,密码,4.95833,1.70623,1,7,24
5173,密切,3.45455,2.06391,1,7,22
5174,蜜蜂,6.63158,0.83070,4,7,19
5175,绵软,4.40000,2.13739,1,7,20
5176,绵延,4.70000,2.20287,1,7,20
5177,绵羊,7.00000,0.00000,7,7,20
5178,棉花,6.71429,0.59982,5,7,28
5179,棉衣,6.80000,0.69585,4,7,20
5180,免除,3.50000,1.99404,1,7,22
5181,免得,3.08333,1.97631,1,7,24
5182,免费,4.20690,2.44042,1,7,29
5183,免疫,3.80952,2.11232,1,7,21
5184,勉励,4.10000,2.04939,1,7,20
5185,勉强,3.82609,1.55657,2,7,23
5186,缅怀,3.50000,1.89611,1,7,22
5187,腼腆,4.04545,1.39650,1,7,22
5188,面包,6.84211,0.37463,6,7,19
5189,面对,3.62069,2.02509,1,7,29
5190,面粉,6.42105,1.01739,4,7,19
5191,面积,4.71429,2.12468,1,7,21
5192,面颊,5.94737,1.12909,3,7,19
5193,面孔,6.45455,0.67098,5,7,22
5194,面料,5.30000,2.02874,1,7,20
5195,面临,4.15000,1.84320,1,7,20
5196,面貌,4.39130,2.08325,1,7,23
5197,面目,4.20833,2.06375,1,7,24
5198,面前,4.33333,1.88049,1,7,24
5199,面容,4.62069,2.02509,1,7,29
5200,面试,5.76190,1.41084,3,7,21
5201,面条,7.00000,0.00000,7,7,19
5202,面子,3.31818,1.80967,1,7,22
5203,苗条,6.05263,1.17727,3,7,19
5204,苗头,3.04167,1.92194,1,7,24
5205,描红,4.55172,2.30816,1,7,29
5206,描绘,4.75000,1.77334,1,7,20
5207,描摹,4.00000,1.95604,1,7,24
5208,描述,4.75000,2.17340,1,7,20
5209,描写,3.68182,2.33781,1,7,22
5210,瞄准,5.66667,1.52753,2,7,21
5211,渺茫,3.56522,1.53226,1,6,23
5212,渺小,4.20000,2.39737,1,7,20
5213,藐视,3.68182,2.16875,1,7,22
5214,灭绝,4.20000,2.04167,1,7,20
5215,灭亡,3.86364,2.27398,1,7,22
5216,蔑视,4.00000,2.08893,1,7,23
5217,民歌,5.05000,1.90498,1,7,20
5218,民工,6.45000,0.75915,5,7,20
5219,民国,4.76190,2.30010,1,7,21
5220,民间,4.85714,2.17453,1,7,21
5221,民警,6.28571,1.41926,3,7,21
5222,民俗,3.54545,1.92050,1,7,22
5223,民心,4.25000,2.29129,1,7,20
5224,民意,3.60000,2.13739,1,7,20
5225,民用,3.40000,2.25715,1,7,20
5226,民众,5.20000,1.76516,1,7,20
5227,民主,3.50000,2.23607,1,7,20
5228,民族,4.50000,2.13251,1,7,22
5229,敏感,3.27273,2.02794,1,7,22
5230,敏捷,4.24138,1.66165,1,7,29
5231,敏锐,4.09091,2.06810,1,7,22
5232,名称,3.76190,2.46789,1,7,21
5233,名词,3.18182,2.12998,1,7,22
5234,名单,6.54545,0.80043,5,7,22
5235,名额,3.80000,2.16673,1,7,20
5236,名贵,4.04545,2.23558,1,7,22
5237,名流,3.95000,1.95946,1,7,20
5238,名目,3.41667,1.93181,1,7,24
5239,名牌,6.17391,1.23038,3,7,23
5240,名片,6.47619,0.98077,3,7,21
5241,名气,3.31818,1.75625,1,6,22
5242,名人,4.60000,1.78885,1,7,20
5243,名声,3.72727,2.20782,1,7,22
5244,名胜,4.81818,1.89326,1,7,22
5245,名望,4.61905,2.20173,1,7,21
5246,名义,3.05000,1.87715,1,6,20
5247,名誉,4.22727,1.95014,1,7,22
5248,名著,5.42857,2.06328,1,7,21
5249,名字,5.13636,2.00702,1,7,22
5250,明白,3.52381,2.08852,1,7,21
5251,明澈,4.00000,1.71080,1,7,42
5252,明净,4.61905,2.17890,1,7,21
5253,明镜,3.48276,2.13174,1,7,29
5254,明快,2.73913,1.81452,1,7,23
5255,明朗,4.35000,2.23077,1,7,20
5256,明丽,3.40000,1.90291,1,7,20
5257,明亮,5.26087,1.62976,2,7,23
5258,明媚,4.18182,1.62235,1,7,22
5259,明明,2.63636,1.81385,1,6,22
5260,明年,5.14286,2.43487,1,7,21
5261,明确,3.08696,1.97514,1,7,23
5262,明天,4.60000,2.30332,1,7,20
5263,明晰,3.27273,1.57908,1,6,22
5264,明显,3.40909,2.28158,1,7,22
5265,明星,5.13636,2.29483,1,7,22
5266,明艳,4.55000,2.23548,1,7,20
5267,明智,3.86364,2.31549,1,7,22
5268,鸣叫,4.81818,1.70814,1,7,22
5269,铭记,2.85000,1.89945,1,7,20
5270,铭刻,3.08696,1.83187,1,7,23
5271,命令,4.77273,1.97440,1,7,22
5272,命名,3.30000,1.78001,1,7,20
5273,命题,4.90476,2.40634,1,7,21
5274,命运,3.56522,2.08514,1,7,23
5275,命中,3.30000,1.92217,1,7,20
5276,摸索,3.69565,1.98711,1,7,23
5277,模板,3.95652,1.96511,1,7,23
5278,模范,4.65217,1.52580,2,7,23
5279,模仿,4.65000,1.84320,1,7,20
5280,模糊,4.09091,2.02153,1,7,22
5281,模拟,3.57143,2.15804,1,7,21
5282,模式,3.05000,1.76143,1,7,20
5283,模特,6.05263,1.07877,4,7,19
5284,模型,5.25000,1.61815,2,7,20
5285,模样,4.13636,2.14466,1,7,22
5286,摩擦,5.19048,2.01542,1,7,21
5287,摩挲,3.95238,2.10894,1,7,21
5288,磨蹭,4.13636,1.95900,1,7,22
5289,磨坊,5.73684,1.04574,4,7,19
5290,磨合,3.40909,2.13048,1,7,22
5291,磨炼,3.45833,1.93321,1,7,24
5292,磨难,3.86364,2.00702,1,7,22
5293,磨损,4.60000,1.90291,1,7,20
5294,蘑菇,6.68421,0.67104,5,7,19
5295,魔法,5.05000,2.06410,1,7,20
5296,魔鬼,4.45000,1.70062,1,7,20
5297,魔术,6.31818,1.04135,3,7,22
5298,末日,3.85714,1.98206,1,7,21
5299,陌生,4.16667,1.65940,1,7,24
5300,莫非,2.71429,1.73617,1,7,21
5301,蓦地,2.19048,1.53685,1,6,21
5302,墨绿,5.55000,1.39454,3,7,20
5303,墨水,6.23810,1.10010,3,7,42
5304,默默,3.45000,2.11449,1,7,20
5305,默念,3.86957,1.98413,1,7,23
5306,默契,3.43478,2.23253,1,7,23
5307,眸子,4.38095,2.43877,1,7,21
5308,谋反,5.39130,1.69864,2,7,23
5309,谋害,4.00000,1.95604,1,7,24
5310,谋求,4.66667,2.30940,1,7,21
5311,谋生,4.20000,1.98945,1,7,20
5312,母爱,5.90909,1.34196,2,7,22
5313,母女,6.04545,1.32655,3,7,22
5314,母亲,6.19048,1.36452,3,7,21
5315,母子,6.81818,0.39477,6,7,22
5316,牡丹,6.42857,0.87014,4,7,21
5317,牡蛎,6.09524,1.26114,2,7,21
5318,拇指,6.09091,1.47710,3,7,22
5319,木板,6.73684,0.56195,5,7,19
5320,木材,6.04762,1.20317,3,7,21
5321,木雕,6.81818,0.39477,6,7,22
5322,木匠,6.25000,1.16416,3,7,20
5323,木偶,6.60714,0.62889,5,7,28
5324,木柴,6.36364,0.95346,4,7,22
5325,木头,6.18182,1.36753,3,7,22
5326,木屑,6.00000,1.16980,4,7,20
5327,目标,4.15000,2.00722,1,7,20
5328,目的,3.80000,2.30788,1,7,20
5329,目睹,4.55000,1.93241,1,7,20
5330,目光,5.22727,1.77098,1,7,22
5331,目录,4.59091,2.10801,1,7,22
5332,目前,3.52174,1.78044,1,7,23
5333,沐浴,5.85000,1.30888,3,7,20
5334,牧草,6.08333,1.12672,3,7,48
5335,牧场,6.30000,1.03110,4,7,20
5336,牧民,6.52381,0.92839,4,7,21
5337,牧童,5.56522,1.61881,2,7,23
5338,募集,4.05000,1.90498,1,7,20
5339,募捐,5.20455,1.93595,1,7,44
5340,墓碑,6.31818,1.08612,4,7,22
5341,幕后,4.34783,1.58426,1,7,23
5342,暮色,6.05263,1.17727,3,7,19
5343,拿手,3.86364,2.39634,1,7,22
5344,哪个,2.75000,1.94327,1,7,20
5345,哪里,2.80000,1.96281,1,6,20
5346,哪怕,3.00000,1.74456,1,7,24
5347,那个,2.35000,1.95408,1,7,20
5348,那里,3.03448,2.16272,1,7,29
5349,那么,2.05263,1.17727,1,5,19
5350,那些,3.00000,2.31699,1,7,20
5351,那样,2.50000,1.43925,1,6,22
5352,呐喊,5.71429,1.41926,3,7,21
5353,纳凉,4.27273,1.95623,1,7,22
5354,纳闷,4.64286,2.15068,1,7,42
5355,纳入,2.81818,1.65145,1,6,22
5356,奶粉,6.45455,0.73855,5,7,22
5357,奶奶,6.95455,0.21320,6,7,22
5358,奶牛,6.61905,0.74001,5,7,21
5359,奈何,2.75000,1.71295,1,6,20
5360,耐烦,3.30435,2.09837,1,7,23
5361,耐心,4.05000,2.18789,1,7,20
5362,耐性,3.31818,2.16875,1,7,22
5363,男人,6.80952,0.40237,6,7,21
5364,男子,6.27273,1.03196,4,7,22
5365,南北,4.30000,2.29645,1,7,20
5366,南方,4.26087,2.04978,1,7,23
5367,南瓜,6.90476,0.43644,5,7,21
5368,南极,5.67442,1.61424,1,7,43
5369,难处,3.77273,1.99838,1,7,22
5370,难道,3.19048,2.18218,1,7,21
5371,难得,2.79167,1.71893,1,7,24
5372,难点,3.65000,1.98083,1,7,20
5373,难度,3.04545,1.81206,1,7,22
5374,难怪,3.00000,2.13112,1,7,49
5375,难关,3.54545,1.73829,1,7,22
5376,难过,4.00000,2.04707,1,7,22
5377,难堪,4.30000,2.05452,1,7,20
5378,难看,4.95455,1.75871,2,7,22
5379,难免,2.75000,1.48235,1,6,20
5380,难民,4.75000,1.87083,1,7,24
5381,难色,3.35000,2.13431,1,7,20
5382,难受,4.36364,2.19405,1,7,22
5383,难题,5.73913,1.45282,3,7,23
5384,难听,4.91304,1.90485,2,7,23
5385,难忘,3.73913,2.19953,1,7,23
5386,难为,2.72727,1.54863,1,6,22
5387,难以,2.45455,1.37069,1,5,22
5388,囊括,3.85714,1.79682,1,7,21
5389,恼火,5.13043,1.76595,2,7,23
5390,恼怒,4.86957,1.81670,1,7,23
5391,脑袋,6.84211,0.50146,5,7,19
5392,脑海,3.95000,2.30503,1,7,20
5393,脑筋,3.70000,2.25015,1,7,20
5394,脑力,3.43478,2.17059,1,7,23
5395,脑门,5.59091,2.15272,1,7,22
5396,脑髓,5.22727,1.95014,1,7,22
5397,脑子,6.27273,0.88273,4,7,22
5398,闹市,4.80000,1.96281,1,7,20
5399,闹钟,6.78571,0.41786,6,7,28
5400,内涵,2.72727,1.85631,1,7,22
5401,内行,3.65000,2.23077,1,7,20
5402,内疚,4.25000,2.22131,1,7,20
5403,内科,4.05000,2.03845,1,7,20
5404,内幕,3.71429,1.95302,1,7,21
5405,内容,4.50000,2.40173,1,7,42
5406,内外,4.40000,2.08756,1,7,20
5407,内向,4.00000,2.04707,1,7,22
5408,内心,4.47619,2.21126,1,7,42
5409,内秀,1.90909,1.06499,1,4,22
5410,内需,2.90909,2.20193,1,7,22
5411,内衣,6.53659,0.80925,4,7,41
5412,内在,3.45000,1.63755,1,7,20
5413,嫩绿,5.71111,1.57570,1,7,45
5414,能干,3.90000,2.19809,1,7,20
5415,能够,2.62069,1.76096,1,7,29
5416,能力,3.87500,2.02833,1,7,24
5417,能量,3.77273,1.87545,1,7,22
5418,能耐,4.05000,2.16370,1,7,20
5419,能人,3.30000,1.62546,1,6,20
5420,能手,3.52381,1.66190,1,7,21
5421,能源,3.87500,1.89536,1,7,24
5422,尼姑,6.57895,0.90159,4,7,19
5423,泥浆,6.09524,1.09109,4,7,21
5424,泥泞,4.95455,1.81206,1,7,22
5425,泥鳅,6.73913,0.61919,5,7,23
5426,泥沙,6.77778,0.42366,6,7,27
5427,泥土,6.82143,0.47559,5,7,28
5428,拟人,3.40909,2.23945,1,7,22
5429,你们,3.22727,2.32854,1,7,22
5430,溺水,5.75000,1.58529,2,7,20
5431,年代,4.57500,2.29702,1,7,40
5432,年度,3.72727,2.29624,1,7,44
5433,年糕,6.84211,0.50146,5,7,19
5434,年画,5.36364,1.78740,1,7,22
5435,年级,6.27273,1.24142,3,7,22
5436,年纪,5.16667,1.71100,1,7,24
5437,年龄,5.18182,2.26014,1,7,22
5438,年轮,4.36364,2.38139,1,7,22
5439,年迈,4.81818,1.84226,1,7,22
5440,年轻,5.15000,2.00722,1,7,20
5441,年少,4.00000,1.65434,1,7,20
5442,年岁,4.61905,2.08509,1,7,21
5443,年限,3.72414,2.11958,1,7,29
5444,年幼,5.00000,2.02614,1,7,20
5445,年月,4.62069,2.22669,1,7,29
5446,年长,4.45455,1.96946,1,7,22
5447,年终,4.35000,2.00722,1,7,20
5448,黏稠,5.04348,1.68598,1,7,46
5449,碾子,3.45000,2.30503,1,7,20
5450,念叨,6.00000,1.41421,2,7,20
5451,念书,5.38095,2.15583,1,7,21
5452,念头,3.80000,2.37531,1,7,20
5453,酿造,4.42857,1.69031,1,7,21
5454,鸟瞰,4.51724,1.99322,1,7,29
5455,鸟笼,6.15000,1.26803,3,7,20
5456,袅袅,3.05000,1.60509,1,6,20
5457,捏造,3.70000,1.41793,1,7,20
5458,宁静,3.72414,1.83023,1,7,29
5459,宁可,2.95455,1.98752,1,7,22
5460,宁愿,2.62500,1.52693,1,6,24
5461,狞笑,4.42857,2.15804,1,7,21
5462,凝固,5.00000,1.77705,1,7,20
5463,凝结,3.83333,2.01444,1,7,24
5464,凝聚,3.95238,1.88351,1,7,21
5465,凝眸,3.45455,1.94513,1,7,22
5466,凝神,3.10000,1.58612,1,6,20
5467,凝视,5.18182,1.70814,1,7,22
5468,凝望,5.10000,1.91887,1,7,40
5469,凝滞,3.22727,1.68839,1,7,22
5470,凝重,4.00000,1.76068,1,7,21
5471,牛奶,6.89474,0.31530,6,7,19
5472,扭动,5.78947,1.31567,2,7,19
5473,扭曲,4.45000,2.13923,1,7,20
5474,扭转,4.45000,2.30503,1,7,20
5475,忸怩,3.40000,2.06219,1,7,20
5476,纽带,4.76190,1.89486,1,7,21
5477,纽扣,6.85000,0.36635,6,7,20
5478,农场,6.24138,0.95076,4,7,29
5479,农村,6.30000,1.12858,3,7,20
5480,农夫,6.36842,1.06513,4,7,19
5481,农家,5.47619,1.96517,2,7,21
5482,农具,6.60870,0.65638,5,7,23
5483,农历,5.43478,1.87873,1,7,23
5484,农民,6.65000,0.57957,5,7,40
5485,农田,6.42105,0.69248,5,7,19
5486,农谚,2.77273,1.90067,1,7,22
5487,农药,5.95000,1.39454,3,7,20
5488,农业,5.15000,1.22582,3,7,20
5489,浓度,3.45455,1.84461,1,7,22
5490,浓厚,2.85000,1.66307,1,6,20
5491,浓烈,2.95000,1.70062,1,7,20
5492,浓密,4.09091,2.15824,1,7,22
5493,浓缩,3.90000,1.91669,1,7,20
5494,浓艳,5.04545,1.86387,1,7,22
5495,浓郁,4.07143,2.08821,1,7,42
5496,浓重,3.81818,1.91824,1,7,22
5497,奴隶,5.45000,1.79106,1,7,20
5498,奴役,4.37931,1.85960,1,7,29
5499,努力,4.27273,2.14214,1,7,22
5500,怒放,3.72727,2.09720,1,7,22
5501,怒号,3.90000,2.12504,1,7,20
5502,怒吼,5.10000,1.83246,1,7,20
5503,怒火,4.95652,2.05555,1,7,23
5504,怒色,5.04545,1.58797,2,7,22
5505,暖和,4.47826,1.87979,1,7,23
5506,虐待,4.56522,2.08514,1,7,23
5507,虐杀,4.04545,2.25678,1,7,22
5508,挪移,4.09524,2.16575,1,7,21
5509,挪用,3.75000,2.02290,1,7,20
5510,诺言,5.60870,1.69864,2,7,23
5511,懦弱,4.76190,2.21144,1,7,21
5512,糯米,6.47368,1.02026,4,7,19
5513,女儿,5.54545,1.89554,1,7,22
5514,女人,5.90476,1.48003,2,7,21
5515,女士,6.15789,1.01451,4,7,19
