word.EN,word.CH,pos,syllables,strokes,HSK,valence.mean.CH,valence.sd.CH,valence.N.CH,arousal.mean.CH,arousal.sd.CH,arousal.N.CH,valence.mean.EN,valence.sd.EN,valence.N.EN,arousal.mean.EN,arousal.sd.EN,arousal.N.EN,sensory.mean.CH,sensory.sd.CH,sensory.N.CH,valence_Xu,arousal_Xu,valence_yao,arousal_yao,imageability_su,familiarity_su,concreteness_xu,freq_m_Tsang,freq_cncorpus,AoA_Xu,RT_Tsang,zRT_Tsang,category
milkshake,奶昔,noun,2,13,NA,7,1.46,16,4.44,2,16,7.26,1.66,19,4.05,2.87,22,5.62,2.85,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mill,磨坊,noun,2,23,NA,5.69,0.87,16,3.31,1.58,16,5.39,1.54,18,2.21,1.75,19,2.62,2.16,16,0.27,1.42,NA,NA,5.73684,4.555556,2.08,1.61,NA,11.6,807.34,-0.096,NA
milligram,毫克,classifier,2,18,NA,5.06,0.25,16,3.38,1.93,16,5.28,1.13,18,3.1,2.29,20,2.81,2.14,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0021,NA,NA,NA,NA
millimeter,毫米,classifier,2,17,6,5,0,16,3.19,1.83,16,4.86,1.28,22,3.62,2.38,21,3.31,2.41,16,-0.05,1.16,NA,NA,NA,6.090909,2.333333,7.21,0.0035,9.2,695.79,-0.48,NA
million,百万,numeral,2,9,NA,6.44,1.63,16,4.88,2.6,16,7.55,1.79,22,5.38,2.71,21,4.38,2.68,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,NA
mincemeat,肉末,noun,2,11,NA,6.06,1.48,16,5.12,1.78,16,4.05,2.06,22,3.84,2.01,19,4.81,2.34,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
miner,矿工,noun,2,11,NA,5.12,1.09,16,5.06,2.26,16,4.81,1.44,21,4.05,1.84,19,2.88,2.5,16,NA,NA,NA,NA,NA,5.785714,NA,NA,NA,11.6,NA,NA,NA
mineral,矿物,noun,2,16,NA,5.25,1,16,3.69,1.99,16,6.05,2.12,19,2.86,2.61,21,2.53,1.68,15,NA,NA,NA,NA,5.15,5.818182,NA,NA,0.0026,13.3,NA,NA,NA
mini,迷你,adjective,2,16,NA,5.5,1.1,16,3.88,2.19,16,5.86,1.68,21,3,2.18,25,3,1.9,16,0.25,1.92,NA,NA,NA,5.5,3.47619,7.57,NA,11.6,753.13,-0.238,NA
miniature,微型,adjective,2,22,NA,5.44,1.09,16,3.31,1.89,16,6.11,1.24,19,3.95,2.06,21,2.94,1.91,16,NA,NA,NA,NA,NA,4.807692,NA,NA,0.001,12,NA,NA,NA
mining,采矿,verb,2,16,NA,4.75,1,16,4.06,2.24,16,4.5,1.71,22,4.57,2.78,23,2.44,1.9,16,0.17,1.67,NA,NA,NA,5.255319,1.730769,0.95,0.0009,11.6,686.48,-0.483,NA
minister,部长,noun,2,14,NA,5,0.97,16,4.81,2.17,16,5,1.84,21,3.85,2.94,20,3.06,1.65,16,NA,NA,NA,NA,NA,5.28,NA,NA,0.0041,13.9,NA,NA,NA
minority,少数,noun,2,17,NA,4.56,1.03,16,3.69,1.58,16,4.75,1.12,20,3.1,1.84,21,3.06,2.11,16,-0.17,1.35,NA,NA,3.65,5.851852,2.769231,7.15,0.0065,7.6,655.83,-0.606,NA
minute,分钟,classifier,2,13,1,5,0,16,3.31,1.78,16,5.5,1.47,22,3.76,2.64,21,3.25,2.32,16,0.23,1.22,NA,NA,NA,6.234694,2.407407,328.77,0.0094,7.8,595.74,-0.786,NA
mirror,镜子,noun,2,19,4,5.31,1.08,16,3.69,2.15,16,5.9,1.76,21,4.55,2.54,20,4.06,2.32,16,0.26,1.63,NA,NA,7,6.607143,1.4,23.01,0.0023,7.8,626.93,-0.69,NA
misread,误读,verb,2,19,NA,2.94,1.53,16,5.19,2.04,16,3.59,1.76,22,3.79,2.1,19,3.5,2.28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
miss,错过,verb,2,19,NA,2.38,1.31,16,5.69,2.24,16,4.1,1.41,21,3.9,2.36,21,4.38,2.36,16,-1,1.94,NA,NA,4.05,5.481481,3.653846,61.59,0.0006,10,686.48,-0.536,NA
missile,导弹,noun,2,17,6,3.94,1.91,16,5.56,2.16,16,2.85,1.6,20,5.67,2.61,21,3.75,2.52,16,0.04,3.18,2.06,6.48,6.55,5.428571,1.457143,15.2,0.002,12.3,687.57,-0.519,NA
misuse,误用,verb,2,14,NA,2.75,0.86,16,5.25,2.14,16,3.25,1.48,20,4.48,2.13,23,2.88,1.93,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mite,螨虫,noun,2,22,NA,1.69,0.79,16,5.62,2,16,3.9,2,20,4.68,2.53,22,4.62,2.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mixture,混合物,noun,3,25,NA,5,0,16,4.38,1.59,16,5.9,1.3,21,3.52,2.42,25,3.27,2.46,15,NA,NA,NA,NA,NA,NA,NA,NA,0.0006,NA,NA,NA,NA
moat,护城河,noun,3,24,NA,5.69,1.54,16,4.81,1.8,16,5.19,1.72,21,4.17,2.26,24,3.06,2.41,16,0.65,1.27,NA,NA,NA,5.22449,NA,0.66,NA,11.4,873.25,0.109,NA
mobility,流动性,noun,3,24,NA,5,1.15,16,4.94,1.69,16,5.53,2.04,40,4.7,2.1,23,3.81,2.76,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mobilize,动员,verb,2,13,6,5.75,1.24,16,5.62,1.93,16,5.95,1.83,21,4.56,1.87,25,3.2,2.08,15,NA,NA,NA,NA,4.6,6.485714,NA,NA,0.0043,11.8,NA,NA,NA
mocha,摩卡,noun,2,20,NA,5.71,0.83,14,4.13,1.51,15,6.53,1.87,19,3.36,2.54,22,4.33,2.77,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
model,模型,noun,2,23,6,5.12,0.5,16,4.69,1.54,16,6.38,1.99,21,3.9,2.61,20,3.44,2.37,16,NA,NA,NA,NA,5.25,5.961538,NA,NA,0.0054,11.6,NA,NA,NA
modeling,建模,verb,2,22,NA,4.87,0.74,15,5.25,1.06,16,5.67,1.93,21,3.92,2.76,24,3,2.03,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,适度,adjective,2,18,NA,6.56,1.59,16,4.62,1.02,16,5.52,1.17,21,4,2.41,20,3.62,2.42,16,NA,NA,6.61,6.34,3.36364,5.962963,NA,NA,0.001,11.5,NA,NA,NA
moderation,节制,verb,2,13,6,6.44,1.75,16,4.44,1.36,16,5.3,1.42,20,3.67,1.88,21,4.06,2.69,16,0.54,2,NA,NA,2.68182,6.033333,3.615385,1.76,0.0007,12.9,757.06,-0.295,NA
modern,现代,noun,2,13,5,6,1.15,16,5.19,1.38,16,6.05,1.73,20,5.4,2.28,20,4.81,2.86,16,0.45,2.11,NA,NA,4.4,6.657143,2.608696,15.2,0.02,12.6,590.72,-0.812,NA
modification,修改,verb,2,16,5,5.19,0.83,16,4.81,1.91,16,5.05,1.72,19,4.1,2.05,20,3.31,2.65,16,0.31,1.54,NA,NA,4.65,6.6,3.125,10.58,0.0041,9.1,658.99,-0.601,NA
moisturizer,保湿霜,noun,3,38,NA,6.44,1.36,16,4.5,1.83,16,6.35,1.66,20,2.95,1.85,20,4.44,2.34,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
molar,臼齿,noun,2,14,NA,4.46,1.2,13,4.27,1.79,15,4.73,1.35,22,3.54,2.18,26,4.18,2.86,11,0,1.36,NA,NA,NA,3.357143,1.866667,0.66,NA,15.1,940.49,0.237,NA
moldy,发霉,verb,2,20,NA,1.88,0.81,16,5.06,2.29,16,1.95,0.94,20,4.35,2.29,23,4.81,2.26,16,NA,NA,NA,NA,6.08696,6.259259,NA,NA,NA,9,NA,NA,NA
mole,鼹鼠,noun,2,36,NA,4.25,1.69,16,5,1.56,15,4.23,1.69,22,3.81,2.29,21,2.67,2.38,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
molecule,分子,noun,2,7,NA,5.06,0.25,16,3.5,1.71,16,5.37,1.86,19,3.7,2.75,20,2.8,2.14,15,0.21,1.54,NA,NA,3.81818,6.4,2.676471,49.16,0.0278,12.7,792.62,-0.28,NA
mom,妈妈,noun,2,12,1,8.31,1.08,16,4.93,2.58,15,7.64,1.43,22,4.62,2.65,21,7.75,1.69,16,2.08,2.92,NA,NA,6.86957,7,1.166667,766.99,0.0205,3.9,572.45,-0.817,NA
mommy,妈咪,noun,2,15,NA,7.88,1.54,16,5.25,1.98,16,7.39,2.55,18,3.7,3.01,20,6.56,2.61,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monarch,君主,noun,2,12,NA,5,1.15,16,5.19,1.72,16,4.33,1.83,21,3.41,2.09,22,3.69,2.39,16,0.08,2.32,NA,NA,5.15,4.888889,2.076923,3.1,0.0012,14,648.21,-0.581,NA
monastery,修道院,noun,3,30,NA,4.88,1.31,16,3.38,1.63,16,4.75,1.77,20,2.5,1.58,18,3.47,2.75,15,0.04,1.17,NA,NA,NA,3.114286,NA,6.53,NA,14.2,889.94,0.062,NA
money,钱,noun,1,10,1,7.25,2.05,16,7.25,1.69,16,7.1,2.27,20,6.86,2.49,22,6.38,2.68,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0298,NA,NA,NA,NA
monitor,班长,noun,2,14,NA,5.5,0.89,16,5,1.75,16,5.05,1.43,20,3.86,2.46,22,4,2.98,15,0.65,2,NA,NA,6.15,6.8,2,3.49,0.0058,10,633.5,-0.685,NA
monk,僧侣,noun,2,22,NA,5.44,1.09,16,3.88,1.78,16,4.9,1.73,21,2.61,1.53,23,3,2.33,15,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,NA,NA,NA
monkey,猴子,noun,2,15,5,4.81,0.75,16,4.62,2.13,16,5.82,2.13,22,5.15,2.5,20,3.12,1.82,16,-0.11,1.95,NA,NA,6.63158,6.181818,1.173913,26.56,0.003,6.5,691.08,-0.547,NA
mono,单声道,noun,3,27,NA,4.62,0.81,16,4.19,1.76,16,3.85,1.63,20,3,1.94,19,3.31,2.09,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monogamy,一夫一妻制,noun,5,22,NA,5.69,1.35,16,4.38,1.63,16,6.43,2.01,21,3.48,2.11,21,3.07,2.15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monologue,独白,noun,2,14,NA,5.56,1.26,16,2.94,1.61,16,5.43,1.83,21,3.05,1.59,22,3.69,2.39,16,NA,NA,NA,NA,5.30435,6.296296,NA,NA,NA,NA,NA,NA,NA
monsoon,季风,noun,2,12,NA,4.93,0.59,15,3.81,2.01,16,2.85,1.73,20,4.5,2.18,18,4,2.39,15,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,NA,NA,NA,NA
monster,怪物,noun,2,16,NA,3.38,1.45,16,5.19,2.04,16,2.55,1.9,22,5.55,2.95,20,4,1.93,15,-1.68,2.7,NA,NA,4.96552,5.923077,2.925926,43.1,0.0013,8.2,650.22,-0.623,NA
montage,蒙太奇,noun,3,25,NA,5.43,1.09,14,4.73,2.28,15,5.48,1.72,21,4.85,2.13,20,4.2,1.97,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
month,月,noun,1,4,1,6.5,1.46,16,3.5,2.03,16,5.78,1.59,18,3.64,2.16,44,4.31,2.5,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0683,NA,NA,NA,NA
mood,心情,noun,2,15,4,5.69,1.08,16,4.12,1.54,16,5.29,1.74,21,4.5,2.63,20,4.19,2.48,16,0.4,2.3,NA,NA,3.47619,6.607143,3.26087,47.84,0.0082,8.3,612.89,-0.751,NA
moon,月亮,noun,2,13,3,7.31,1.01,16,3.38,2.19,16,7,1.88,18,3.43,2.27,21,5.38,2.58,16,0.52,1.84,6.53,5.27,6.68421,6.657143,1.375,12.79,0.0036,5.5,662.65,-0.533,NA
moonlight,月光,noun,2,10,NA,7.31,1.45,16,3.25,2.41,16,7.05,1.86,21,3.61,2.37,23,5.75,2.02,16,NA,NA,NA,NA,6.13043,6.607143,NA,NA,0.0019,8.4,NA,NA,NA
moose,驼鹿,noun,2,19,NA,5.2,0.68,15,4.44,2.13,16,6.71,1.45,21,4.85,2.35,20,2.93,2.37,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mop,拖把,noun,2,15,NA,4.75,0.58,16,3.62,1.78,16,4.53,1.12,19,3.14,1.77,21,4.12,2.63,16,NA,NA,NA,NA,6.77778,5.703704,NA,NA,NA,NA,NA,NA,NA
morale,士气,noun,2,7,NA,6,1.21,16,5.56,1.75,16,5.95,1.85,20,4.1,2.36,20,3.5,2.07,16,1.29,2.32,NA,NA,3.36364,5.964286,3.714286,3.76,NA,12.4,735.08,-0.248,NA
morning,早晨,noun,2,17,NA,6.5,1.41,16,3.44,1.67,16,6.41,1.92,22,3.95,2.33,21,4.81,2.46,16,1.13,1.71,NA,NA,6.4,6.8,1.8,30.64,0.0049,6.9,634.55,-0.666,NA
morphine,吗啡,noun,2,17,NA,2.69,1.66,16,4.69,2.21,16,4.58,2.27,19,5.14,3,21,2.93,2.15,15,-1.26,2.78,NA,NA,NA,3.56,1.774194,6.77,NA,15.7,1067.21,0.845,NA
mortal,凡人,noun,2,5,NA,5.06,1.39,16,3.5,1.63,16,4.39,2,18,3.55,2.04,20,3.12,2.09,16,0.23,1.6,NA,NA,NA,5.785714,2.913043,4.59,NA,11.8,666.62,-0.587,NA
mortuary,太平间,noun,3,16,NA,1.81,1.05,16,4.44,2.61,16,2.21,1.55,19,3.59,2.42,22,5.8,2.18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mosaic,马赛克,noun,3,25,NA,4.19,1.47,16,5.12,1.67,16,6.33,1.49,21,3.7,2.22,23,4.5,2.8,16,-0.5,1.79,NA,NA,NA,5.78,NA,0.3,NA,13.6,762.8,-0.296,NA
mosque,清真寺,noun,3,27,NA,5.19,0.83,16,4.5,2.07,16,4.11,1.91,18,3,2.55,20,3.73,2.28,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mosquito,蚊子,noun,2,13,NA,2.06,1.48,16,6.25,2.67,16,3.12,2.08,40,5.17,2.64,41,6.19,2.59,16,NA,NA,NA,NA,7,6.821429,NA,NA,0.0015,7.4,NA,NA,NA
moth,飞蛾,noun,2,16,NA,3.44,1.55,16,4.44,1.67,16,4.47,2.06,19,2.55,1.9,20,4.38,2.66,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mother,母亲,noun,2,14,4,8,1.32,16,4.88,2.9,16,7.53,1.86,80,4.73,2.92,106,7.38,1.86,16,1.88,2.81,8.41,6.13,6.19048,6.939394,1.304348,184.67,0.022,4.6,603.92,-0.745,NA
motherland,祖国,noun,2,17,6,8.31,0.95,16,6.44,2.68,16,5.8,1.77,20,4.22,2.56,23,6.62,2.22,16,NA,NA,NA,NA,5.7619,6.720588,NA,NA,0.0148,7.6,NA,NA,NA
motivation,动机,noun,2,12,6,5.94,2.08,16,4.94,2.32,16,6.24,2.05,21,4.73,2.6,22,3.31,2.41,16,-0.44,2.14,NA,NA,3.8,6.542857,3.625,30.49,0.0069,13.5,655.01,-0.565,NA
motor,马达,noun,2,10,NA,5.12,1.31,16,4.31,2.5,16,5.64,1.81,22,5.42,1.74,19,3.31,2.44,16,NA,NA,NA,NA,NA,5.217391,NA,NA,NA,13.6,NA,NA,NA
motorboat,摩托艇,noun,3,33,NA,5.75,1.13,16,4.25,2.59,16,6.2,2.02,20,4.22,2.86,18,3.19,2.1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motorcycle,摩托车,noun,3,25,5,5.38,0.96,16,4.75,2.57,16,5.8,1.36,20,5.8,2.76,20,3.56,2.28,16,0,1.91,NA,NA,NA,5.666667,NA,15.5,0.001,9.3,727.23,-0.417,NA
motto,座右铭,noun,3,26,6,6.44,1.5,16,3.62,2.09,16,5.95,1.19,20,3.86,2.44,22,4.19,2.07,16,1.28,2.04,NA,NA,NA,4.666667,NA,2.5,NA,12.2,802.83,-0.026,NA
mould,模具,noun,2,22,NA,5,0,16,4,1.97,16,3.57,1.66,21,3.35,2.4,23,3.19,1.76,16,NA,NA,NA,NA,NA,5.214286,NA,NA,NA,15.3,NA,NA,NA
mountain,山,noun,1,3,NA,5.69,1.01,16,3.31,1.99,16,6.65,1.77,43,4.12,2.5,43,4.44,2.42,16,NA,NA,NA,NA,NA,NA,NA,65.97,0.015,NA,668.08,-0.522,NA
mountaintop,山顶,noun,2,11,NA,6.56,1.46,32,4.34,2.25,32,6.5,1.82,20,4.28,2.8,18,#N/A,#N/A,#N/A,NA,NA,NA,NA,6.04762,6.09375,NA,NA,0.0015,NA,NA,NA,NA
mouse,鼠标,noun,2,22,5,5.06,0.25,16,3.88,1.82,16,4.8,2.04,20,3.38,1.94,21,4.19,2.4,16,NA,NA,NA,NA,6.88889,5.740741,NA,NA,NA,12.3,NA,NA,NA
mousetrap,捕鼠器,noun,3,39,NA,4.19,1.52,16,4.75,2.02,16,4.82,1.89,22,4.05,2.36,21,2.73,1.94,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mouthpiece,喉舌,noun,2,18,NA,5,0.97,16,4.44,1.93,16,4.65,1.81,20,3.62,2.09,21,4.07,2.55,15,0.04,1.24,NA,NA,NA,4.5,2.04,0.21,NA,11.4,942.29,0.458,NA
mouthwash,漱口水,noun,3,21,NA,5.38,1.09,16,4.62,1.67,16,5.7,2,20,2.67,2.22,18,4,2.53,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
move,移动,verb,2,17,5,5.25,1,16,3.62,1.75,16,4.95,1.86,21,4.24,2.45,21,3.88,2.5,16,0.27,2.04,NA,NA,6.21053,6.571429,2.64,36.55,0.0073,10.1,599.69,-0.851,NA
mucus,粘液,noun,2,22,NA,3.69,1.35,16,5.12,2.28,16,2.84,1.34,19,4.17,2.14,42,4.25,2.27,16,-0.12,1.44,NA,NA,NA,4.857143,2.136364,1.1,0.0013,10.6,825.57,-0.019,NA
mud,泥,noun,1,8,NA,3.62,1.26,16,3.75,2.18,16,5.06,1.21,18,3.19,1.66,21,4.31,2.41,16,NA,NA,NA,NA,NA,NA,NA,14.67,0.0043,NA,733.93,-0.447,NA
muddy,泥泞,adjective,2,16,NA,3.12,1.2,16,4.44,2.5,16,4.14,2.04,102,4.2,2.27,82,4.56,2.39,16,-1,1.68,5.41,7.13,4.95455,6.3,2.296296,0.78,NA,11,768.25,-0.203,NA
muffler,消声器,noun,3,33,NA,5.25,1.44,16,3.88,1.75,16,3.63,1.83,19,4.27,2.95,22,2.81,1.64,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mulberry,桑树,noun,2,19,NA,5.44,0.89,16,3.19,1.33,16,5.74,1.45,19,2.75,1.71,20,2.94,1.53,16,0.16,0.85,NA,NA,NA,4.565217,1.782609,0.03,NA,10.1,777.97,-0.231,NA
mule,骡子,noun,2,17,NA,5.19,1.05,16,4.19,1.42,16,4.26,1.48,19,2.78,1.66,18,3.07,2.43,15,-0.17,1.25,NA,NA,NA,4.347826,1.5,2.47,0.0006,11.8,806.12,-0.044,NA
mumble,咕哝,verb,2,17,NA,4.62,0.81,16,4.25,1.73,16,4.4,1.73,20,3.19,2.18,21,3.93,1.9,14,NA,NA,NA,NA,3.95652,3.625,NA,NA,NA,NA,NA,NA,NA
mummy,木乃伊,noun,3,12,NA,3.25,1.65,16,5.44,1.82,16,4.81,2.48,21,3.75,2.12,20,4.2,2.37,15,-0.32,2.38,NA,NA,NA,4.909091,NA,6.68,NA,12.2,750.12,-0.341,NA
mumps,腮腺炎,noun,3,34,NA,2.38,1.26,16,5.4,2.03,15,2.61,1.61,18,3.84,2.81,19,3.87,2.85,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mural,壁画,noun,2,24,NA,6.38,1.26,16,3.81,2.07,16,6.67,1.24,21,3.4,2.24,25,3.75,2.46,16,0.45,1.6,NA,NA,NA,5.653061,1.333333,1.52,0.0024,12.9,823.74,-0.122,NA
muscle,肌肉,noun,2,12,5,6,1.71,16,5.38,2.31,16,6.15,1.35,20,4.55,2.46,22,4.12,2.6,16,0.58,2,NA,NA,6.18182,6.176471,1.4,23.25,0.0055,10.1,669.43,-0.559,NA
muse,缪斯,noun,2,26,NA,5.73,1.67,15,4.79,2.46,14,6.3,1.08,20,4.75,2.63,20,3.69,2.66,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
museum,博物馆,noun,3,31,5,7.06,1.53,16,3.06,2.14,16,6.67,1.59,21,3.74,2.58,23,4,2.63,16,1.33,1.72,NA,NA,NA,5.734694,NA,22.51,0.001,9.3,720.18,-0.426,NA
mushroom,蘑菇,noun,2,30,NA,5.31,1.45,16,3.31,1.58,16,5.61,2,41,3.14,2.28,44,3.69,2.55,16,0.13,1.44,NA,NA,6.68421,6.4,1.242424,6.68,0.0009,7.3,781.91,-0.269,NA
music,音乐,noun,2,14,3,7.31,1.49,16,3.69,2.02,16,7.67,1.82,40,5.57,3.09,23,5.44,2.61,16,1,1.96,NA,NA,5.90909,6.833333,2.230769,142.37,0.0272,7.6,660.21,-0.635,NA
musician,音乐家,noun,3,24,NA,7.31,1.74,16,3.75,2.05,16,6.79,1.55,19,5.52,2.02,21,3.81,2.34,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,NA,NA,NA,NA
musk,麝香,noun,2,30,NA,5.6,1.84,15,3.75,2.05,16,4.5,1.82,18,2.45,1.88,20,3.73,2.4,15,-0.17,2,NA,NA,NA,3.814286,1.633333,0.8,NA,16,836.21,0.077,NA
musketeer,火枪手,noun,3,16,NA,5.25,0.58,16,5.25,2.21,16,4.76,1.95,21,4.71,2.45,21,3.07,2.55,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mustard,芥末,noun,2,12,NA,4.19,1.68,16,5.62,2.42,16,4.74,1.41,19,3.39,2,18,4.25,2.41,16,-0.33,2.38,NA,NA,NA,5.166667,1.4,4.92,NA,12.2,738.28,-0.281,NA
mutation,突变,verb,2,17,NA,3.94,1.44,16,5.25,2.02,16,4.14,1.9,37,4.56,2.83,18,3.53,2,15,NA,NA,NA,NA,NA,5.22,NA,NA,0.0026,11.8,NA,NA,NA
mutual,相互,adverb,2,13,NA,5.25,1.39,16,4.38,1.59,16,6.48,1.25,21,3.5,2.45,24,3,1.9,16,NA,NA,NA,NA,4.1,6.771429,NA,NA,0.0211,NA,NA,NA,NA
muzzle,枪口,noun,2,11,NA,3.06,1.57,16,5.12,2.33,16,3.95,1.75,21,4.65,2.29,23,3.19,2.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mysticism,神秘主义,noun,4,27,NA,5.69,1.3,16,4,2.03,16,6,1.86,19,4.29,2.53,21,3.69,2.55,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mythology,神话,noun,2,17,5,7.12,1.41,16,4.25,2.49,16,6.1,1.77,20,4.27,2.53,22,4.94,2.95,16,0.54,2.27,NA,NA,4.55,5.846154,3.666667,9.51,0.0037,8.6,642.86,-0.634,NA
nail,指甲,noun,2,14,6,4.94,0.57,16,3.94,1.95,16,4.6,1.7,20,3.05,2.46,21,4.38,2.99,16,-0.12,1.35,NA,NA,6.52381,6.818182,1.5,16.66,0.0007,6.3,644.02,-0.649,NA
name,名称,noun,2,16,NA,5.06,0.25,16,3.81,1.87,16,5.62,1.56,21,3.04,2.12,23,2.88,2.06,16,0.09,1.92,NA,NA,3.7619,6.727273,2.32,4.05,0.0046,7.1,760.69,-0.313,NA
nanny,保姆,noun,2,17,6,4.88,1.45,16,4.38,1.82,16,5.86,1.8,21,4.05,2.46,22,2.44,1.75,16,NA,NA,4.9,6.33,5.84211,6.12,NA,NA,0.0006,9.1,NA,NA,NA
nap,打盹,verb,2,14,NA,5.06,1.06,16,3.38,1.63,16,6.53,1.95,19,4.14,2.41,21,4.75,2.67,16,NA,NA,NA,NA,5.57143,6.107143,NA,NA,NA,NA,NA,NA,NA
napkin,餐巾,noun,2,19,NA,5,0,16,3.25,1.81,16,5.63,1.92,19,3.09,2.67,22,3.12,2.09,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
narrator,旁白,noun,2,15,NA,5.25,0.68,16,3.88,1.45,16,6.48,1.78,21,2.57,1.5,21,3.31,2.36,16,0.13,1.63,NA,NA,NA,6.125,2.73913,1.13,NA,12.4,781.55,-0.163,NA
nationality,国籍,noun,2,28,4,5.38,1.02,16,4,1.79,16,5.6,1.1,20,3.5,2.16,20,4.31,2.6,16,0.26,1.62,NA,NA,4.27273,5.875,1.75,1.55,0.0007,10.5,670.19,-0.486,NA
navigate,导航,verb,2,16,6,5.5,0.97,16,4.25,1.77,16,5.05,1.51,19,4.18,2.5,22,4.19,2.83,16,NA,NA,NA,NA,5.65,5.923077,NA,NA,0.0008,15.1,NA,NA,NA
navy,海军,noun,2,16,NA,6,1.03,16,5.5,1.79,16,5.38,2.04,21,3.64,2.48,22,3.56,2.92,16,NA,NA,4.11,4.42,6.18182,5.75,NA,NA,0.0034,9.2,NA,NA,NA
nebula,星云,noun,2,13,NA,6.75,1.44,16,4.56,2.68,16,7,2.03,18,4.05,2.4,21,4.53,2.36,15,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,NA,NA,NA
necessity,必要性,noun,3,22,NA,5.25,0.68,16,4.69,2.06,16,5.32,1.6,19,4.55,2.11,22,3.19,2.26,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0008,NA,NA,NA,NA
neck,脖子,noun,2,14,5,5,0,16,3.94,1.53,16,5.44,2.06,18,3.65,2.74,20,4.12,3.05,16,0.1,1.07,NA,NA,6.52632,6.685714,1.16,38.13,0.004,6.3,705.1,-0.429,NA
necklace,项链,noun,2,21,5,6.56,1.31,16,4.62,2.03,16,6.85,1.53,20,3.52,2.6,21,3.94,2.59,16,NA,NA,NA,NA,6.7,6.466667,NA,NA,NA,8.9,NA,NA,NA
necktie,领带,noun,2,20,NA,5.62,1.21,32,4.78,1.68,32,4.84,1.98,19,2.62,1.6,21,3.22,2.15,32,0.31,1.42,4.68,4.61,6.825,5.892045,1.346154,15.23,NA,11.6,701.21,-0.474,NA
nectar,花蜜,noun,2,21,NA,6.56,1.03,16,4.19,1.97,16,6.8,1.87,41,3.95,2.32,22,3.88,2.58,16,0.68,1.55,NA,NA,NA,4.597938,1.939394,0.57,NA,11.4,874.54,0.126,NA
need,需要,verb,2,23,3,5.5,0.73,16,4.5,1.9,16,5.45,1.82,22,3.67,2.15,21,2.75,1.84,16,0.36,2.48,NA,NA,3.91304,6.875,3.354839,1322.4,0.0681,9,631.44,-0.683,NA
needle,针,noun,1,7,NA,4.56,1.09,16,5.44,2.31,16,3.97,1.73,38,4.36,2.35,42,4.44,2.94,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0084,NA,NA,NA,NA
negotiate,谈判,verb,2,17,5,4.81,0.54,16,5,1.9,16,5.57,1.86,21,5,2.5,23,2.88,2.06,16,0.3,2.19,NA,NA,3.95833,6.035714,3.333333,20.33,0.002,11.7,725.56,-0.375,NA
